Stepgroup Label,Stepgroup Loop,Group,Bidder Group,auctionPrice,highBid,myProfit,newBids,numBidders,rPrice,secondBid
rprice,57,,S.27,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,40,59
rprice,58,,S.27,83,100,83,a:7:{i:0;d:100;i:1;d:83;i:2;d:49;i:3;d:7;i:4;d:4;i:5;d:2;i:6;d:0;},7,50,83
rprice,59,,S.27,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:61;i:3;d:59;i:4;d:57;i:5;d:39;i:6;d:23;i:7;d:13;i:8;d:5;i:9;d:1;},10,60,70
rprice,60,,S.27,70,78,70,a:7:{i:0;d:78;i:1;d:42;i:2;d:39;i:3;d:30;i:4;d:9;i:5;d:5;i:6;d:1;},7,70,42
rprice,1,,S.28,37,53,37,a:7:{i:0;d:53;i:1;d:37;i:2;d:27;i:3;d:24;i:4;d:14;i:5;d:9;i:6;d:1;},7,20,37
rprice,2,,S.28,80,83,80,a:4:{i:0;d:83;i:1;d:80;i:2;d:61;i:3;d:55;},4,20,80
rprice,3,,S.28,20,91,20,a:1:{i:0;d:91;},1,20,0
rprice,4,,S.28,39,42,39,a:4:{i:0;d:42;i:1;d:39;i:2;d:30;i:3;d:9;},4,15,39
rprice,5,,S.28,55,100,55,a:4:{i:0;d:100;i:1;d:55;i:2;d:2;i:3;d:0;},4,15,55
rprice,6,,S.28,64,83,64,a:10:{i:0;d:83;i:1;d:64;i:2;d:55;i:3;d:51;i:4;d:37;i:5;d:16;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,15,64
rprice,7,,S.28,0,2,0,a:4:{i:0;d:2;i:1;d:1;i:2;d:0;i:3;d:0;},4,15,1
rprice,8,,S.28,0,14,0,a:1:{i:0;d:14;},1,15,0
rprice,9,,S.28,0,1,0,a:1:{i:0;d:1;},1,10,0
rprice,10,,S.28,0,1,0,a:1:{i:0;d:1;},1,15,0
rprice,11,,S.28,20,97,20,a:1:{i:0;d:97;},1,20,0
rprice,12,,S.28,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:66;i:3;d:36;i:4;d:13;i:5;d:8;i:6;d:3;i:7;d:1;i:8;d:1;i:9;d:0;},10,15,70
rprice,13,,S.28,0,11,0,a:1:{i:0;d:11;},1,15,0
rprice,14,,S.28,83,86,83,a:10:{i:0;d:86;i:1;d:83;i:2;d:47;i:3;d:46;i:4;d:33;i:5;d:24;i:6;d:16;i:7;d:13;i:8;d:8;i:9;d:5;},10,10,83
rprice,15,,S.28,10,88,10,a:7:{i:0;d:88;i:1;d:10;i:2;d:10;i:3;d:6;i:4;d:5;i:5;d:1;i:6;d:0;},7,10,10
rprice,16,,S.28,57,94,57,a:10:{i:0;d:94;i:1;d:57;i:2;d:42;i:3;d:30;i:4;d:11;i:5;d:5;i:6;d:5;i:7;d:2;i:8;d:0;i:9;d:0;},10,10,57
rprice,17,,S.28,46,86,46,a:7:{i:0;d:86;i:1;d:46;i:2;d:41;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:3;},7,10,46
rprice,18,,S.28,20,44,20,a:4:{i:0;d:44;i:1;d:11;i:2;d:10;i:3;d:0;},4,20,11
rprice,19,,S.28,0,1,0,a:1:{i:0;d:1;},1,15,0
rprice,20,,S.28,66,75,66,a:10:{i:0;d:75;i:1;d:66;i:2;d:44;i:3;d:33;i:4;d:10;i:5;d:10;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,10,66
rprice,21,,S.28,44,46,44,a:7:{i:0;d:46;i:1;d:44;i:2;d:15;i:3;d:5;i:4;d:4;i:5;d:2;i:6;d:0;},7,10,44
rprice,22,,S.28,0,9,0,a:4:{i:0;d:9;i:1;d:1;i:2;d:0;i:3;d:0;},4,10,1
rprice,23,,S.28,57,91,57,a:10:{i:0;d:91;i:1;d:57;i:2;d:5;i:3;d:1;i:4;d:0;i:5;d:0;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,10,57
rprice,24,,S.28,0,10,0,a:1:{i:0;d:10;},1,12,0
rprice,25,,S.28,49,51,49,a:7:{i:0;d:51;i:1;d:49;i:2;d:21;i:3;d:3;i:4;d:1;i:5;d:0;i:6;d:0;},7,10,49
rprice,26,,S.28,16,20,16,a:4:{i:0;d:20;i:1;d:16;i:2;d:13;i:3;d:0;},4,15,16
rprice,27,,S.28,75,88,75,a:7:{i:0;d:88;i:1;d:75;i:2;d:29;i:3;d:13;i:4;d:4;i:5;d:0;i:6;d:0;},7,10,75
rprice,28,,S.28,31,57,31,a:4:{i:0;d:57;i:1;d:31;i:2;d:26;i:3;d:3;},4,10,31
rprice,29,,S.28,33,39,33,a:7:{i:0;d:39;i:1;d:33;i:2;d:21;i:3;d:3;i:4;d:2;i:5;d:0;i:6;d:0;},7,10,33
rprice,30,,S.28,66,75,66,a:10:{i:0;d:75;i:1;d:66;i:2;d:29;i:3;d:24;i:4;d:23;i:5;d:13;i:6;d:11;i:7;d:5;i:8;d:2;i:9;d:1;},10,10,66
rprice,31,,S.28,26,44,26,a:4:{i:0;d:44;i:1;d:26;i:2;d:9;i:3;d:1;},4,10,26
rprice,32,,S.28,29,75,29,a:7:{i:0;d:75;i:1;d:29;i:2;d:27;i:3;d:16;i:4;d:13;i:5;d:0;i:6;d:0;},7,10,29
rprice,33,,S.28,61,97,61,a:4:{i:0;d:97;i:1;d:61;i:2;d:11;i:3;d:0;},4,12,61
rprice,34,,S.28,91,100,91,a:7:{i:0;d:100;i:1;d:91;i:2;d:61;i:3;d:9;i:4;d:6;i:5;d:4;i:6;d:3;},7,12,91
rprice,35,,S.28,33,46,33,a:7:{i:0;d:46;i:1;d:33;i:2;d:18;i:3;d:13;i:4;d:4;i:5;d:1;i:6;d:0;},7,10,33
rprice,36,,S.28,73,100,73,a:10:{i:0;d:100;i:1;d:73;i:2;d:49;i:3;d:42;i:4;d:22;i:5;d:11;i:6;d:7;i:7;d:4;i:8;d:4;i:9;d:2;},10,10,73
rprice,37,,S.28,10,80,10,a:4:{i:0;d:80;i:1;d:6;i:2;d:2;i:3;d:2;},4,10,6
rprice,38,,S.28,12,91,12,a:1:{i:0;d:91;},1,12,0
rprice,39,,S.28,0,0,0,a:1:{i:0;d:0;},1,10,0
rprice,40,,S.28,59,78,59,a:7:{i:0;d:78;i:1;d:59;i:2;d:33;i:3;d:25;i:4;d:7;i:5;d:1;i:6;d:1;},7,10,59
rprice,41,,S.28,41,41,41,a:10:{i:0;d:41;i:1;d:41;i:2;d:14;i:3;d:14;i:4;d:8;i:5;d:2;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,10,41
rprice,42,,S.28,39,42,39,a:4:{i:0;d:42;i:1;d:39;i:2;d:30;i:3;d:9;},4,10,39
rprice,43,,S.28,94,100,94,a:10:{i:0;d:100;i:1;d:94;i:2;d:78;i:3;d:66;i:4;d:47;i:5;d:24;i:6;d:21;i:7;d:15;i:8;d:9;i:9;d:7;},10,10,94
rprice,44,,S.28,1,5,1,a:1:{i:0;d:5;},1,1,0
rprice,45,,S.28,24,80,24,a:10:{i:0;d:80;i:1;d:24;i:2;d:23;i:3;d:16;i:4;d:7;i:5;d:5;i:6;d:5;i:7;d:1;i:8;d:0;i:9;d:0;},10,10,24
rprice,46,,S.28,1,80,1,a:1:{i:0;d:80;},1,1,0
rprice,47,,S.28,70,91,70,a:10:{i:0;d:91;i:1;d:70;i:2;d:36;i:3;d:13;i:4;d:4;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,15,70
rprice,48,,S.28,5,78,5,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,5,5
rprice,49,,S.28,0,3,0,a:1:{i:0;d:3;},1,5,0
rprice,50,,S.28,0,0,0,a:1:{i:0;d:0;},1,5,0
rprice,51,,S.28,10,55,10,a:4:{i:0;d:55;i:1;d:8;i:2;d:7;i:3;d:0;},4,10,8
rprice,52,,S.28,78,94,78,a:7:{i:0;d:94;i:1;d:78;i:2;d:51;i:3;d:2;i:4;d:1;i:5;d:1;i:6;d:0;},7,10,78
rprice,53,,S.28,44,59,44,a:10:{i:0;d:59;i:1;d:44;i:2;d:37;i:3;d:11;i:4;d:9;i:5;d:9;i:6;d:8;i:7;d:8;i:8;d:0;i:9;d:0;},10,10,44
rprice,54,,S.28,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,5,59
rprice,55,,S.28,57,88,57,a:4:{i:0;d:88;i:1;d:57;i:2;d:11;i:3;d:6;},4,5,57
rprice,56,,S.28,0,0,0,a:1:{i:0;d:0;},1,5,0
rprice,57,,S.28,94,94,94,a:10:{i:0;d:94;i:1;d:94;i:2;d:94;i:3;d:70;i:4;d:53;i:5;d:39;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,15,94
rprice,58,,S.28,5,46,5,a:1:{i:0;d:46;},1,5,0
rprice,59,,S.28,9,27,9,a:4:{i:0;d:27;i:1;d:9;i:2;d:1;i:3;d:0;},4,5,9
rprice,60,,S.28,5,59,5,a:1:{i:0;d:59;},1,5,0
rprice,1,,S.29,25,70,25,a:4:{i:0;d:70;i:1;d:23;i:2;d:12;i:3;d:10;},4,25,23
rprice,2,,S.29,0,100,0,a:10:{i:0;d:100;i:1;d:94;i:2;d:26;i:3;d:21;i:4;d:9;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,100,94
rprice,3,,S.29,25,49,25,a:4:{i:0;d:49;i:1;d:9;i:2;d:1;i:3;d:1;},4,25,9
rprice,4,,S.29,0,4,0,a:1:{i:0;d:4;},1,50,0
rprice,5,,S.29,0,14,0,a:1:{i:0;d:14;},1,25,0
rprice,6,,S.29,15,55,15,a:7:{i:0;d:55;i:1;d:14;i:2;d:1;i:3;d:1;i:4;d:1;i:5;d:1;i:6;d:0;},7,15,14
rprice,7,,S.29,0,6,0,a:1:{i:0;d:6;},1,15,0
rprice,8,,S.29,46,86,46,a:7:{i:0;d:86;i:1;d:46;i:2;d:41;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:3;},7,10,46
rprice,9,,S.29,73,80,73,a:7:{i:0;d:80;i:1;d:73;i:2;d:33;i:3;d:31;i:4;d:9;i:5;d:1;i:6;d:0;},7,10,73
rprice,10,,S.29,0,7,0,a:4:{i:0;d:7;i:1;d:6;i:2;d:4;i:3;d:0;},4,20,6
rprice,11,,S.29,61,66,61,a:10:{i:0;d:66;i:1;d:61;i:2;d:41;i:3;d:31;i:4;d:29;i:5;d:16;i:6;d:10;i:7;d:10;i:8;d:7;i:9;d:1;},10,10,61
rprice,12,,S.29,29,31,29,a:7:{i:0;d:31;i:1;d:29;i:2;d:4;i:3;d:3;i:4;d:2;i:5;d:2;i:6;d:0;},7,12,29
rprice,13,,S.29,94,100,94,a:10:{i:0;d:100;i:1;d:94;i:2;d:26;i:3;d:21;i:4;d:9;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,5,94
rprice,14,,S.29,46,86,46,a:7:{i:0;d:86;i:1;d:46;i:2;d:41;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:3;},7,10,46
rprice,15,,S.29,57,86,57,a:10:{i:0;d:86;i:1;d:57;i:2;d:51;i:3;d:44;i:4;d:37;i:5;d:23;i:6;d:16;i:7;d:9;i:8;d:3;i:9;d:1;},10,6,57
rprice,16,,S.29,33,47,33,a:10:{i:0;d:47;i:1;d:33;i:2;d:27;i:3;d:23;i:4;d:14;i:5;d:9;i:6;d:5;i:7;d:1;i:8;d:1;i:9;d:1;},10,8,33
rprice,17,,S.29,10,34,10,a:1:{i:0;d:34;},1,10,0
rprice,18,,S.29,0,0,0,a:1:{i:0;d:0;},1,25,0
rprice,19,,S.29,0,2,0,a:1:{i:0;d:2;},1,20,0
rprice,20,,S.29,0,0,0,a:1:{i:0;d:0;},1,10,0
rprice,21,,S.29,9,29,9,a:1:{i:0;d:29;},1,9,0
rprice,22,,S.29,59,80,59,a:10:{i:0;d:80;i:1;d:59;i:2;d:21;i:3;d:13;i:4;d:11;i:5;d:4;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,12,59
rprice,23,,S.29,30,53,30,a:4:{i:0;d:53;i:1;d:30;i:2;d:0;i:3;d:0;},4,20,30
rprice,24,,S.29,25,41,25,a:7:{i:0;d:41;i:1;d:25;i:2;d:12;i:3;d:3;i:4;d:0;i:5;d:0;i:6;d:0;},7,15,25
rprice,25,,S.29,36,47,36,a:7:{i:0;d:47;i:1;d:36;i:2;d:6;i:3;d:3;i:4;d:2;i:5;d:0;i:6;d:0;},7,18,36
rprice,26,,S.29,6,86,6,a:1:{i:0;d:86;},1,6,0
rprice,27,,S.29,44,66,44,a:4:{i:0;d:66;i:1;d:44;i:2;d:1;i:3;d:1;},4,25,44
rprice,28,,S.29,17,53,17,a:7:{i:0;d:53;i:1;d:17;i:2;d:1;i:3;d:1;i:4;d:1;i:5;d:0;i:6;d:0;},7,16,17
rprice,29,,S.29,0,4,0,a:1:{i:0;d:4;},1,12,0
rprice,30,,S.29,25,46,25,a:4:{i:0;d:46;i:1;d:20;i:2;d:0;i:3;d:0;},4,25,20
rprice,31,,S.29,25,80,25,a:1:{i:0;d:80;},1,25,0
rprice,32,,S.29,0,5,0,a:1:{i:0;d:5;},1,25,0
rprice,33,,S.29,26,44,26,a:4:{i:0;d:44;i:1;d:26;i:2;d:9;i:3;d:1;},4,25,26
rprice,34,,S.29,90,91,90,a:10:{i:0;d:91;i:1;d:88;i:2;d:57;i:3;d:5;i:4;d:1;i:5;d:0;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,90,88
rprice,35,,S.29,23,78,23,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,23,5
rprice,36,,S.29,26,37,26,a:4:{i:0;d:37;i:1;d:25;i:2;d:21;i:3;d:1;},4,26,25
rprice,37,,S.29,55,68,55,a:7:{i:0;d:68;i:1;d:55;i:2;d:23;i:3;d:20;i:4;d:19;i:5;d:0;i:6;d:0;},7,15,55
rprice,38,,S.29,42,61,42,a:4:{i:0;d:61;i:1;d:42;i:2;d:3;i:3;d:0;},4,24,42
rprice,39,,S.29,0,7,0,a:4:{i:0;d:7;i:1;d:6;i:2;d:4;i:3;d:0;},4,100,6
rprice,40,,S.29,0,10,0,a:4:{i:0;d:10;i:1;d:7;i:2;d:6;i:3;d:5;},4,98,7
rprice,41,,S.29,0,0,0,a:1:{i:0;d:0;},1,100,0
rprice,42,,S.29,80,91,80,a:10:{i:0;d:91;i:1;d:80;i:2;d:21;i:3;d:13;i:4;d:11;i:5;d:4;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,15,80
rprice,43,,S.29,50,57,50,a:4:{i:0;d:57;i:1;d:31;i:2;d:26;i:3;d:3;},4,50,31
rprice,44,,S.29,0,5,0,a:1:{i:0;d:5;},1,25,0
rprice,45,,S.29,17,75,17,a:7:{i:0;d:75;i:1;d:17;i:2;d:17;i:3;d:15;i:4;d:2;i:5;d:0;i:6;d:0;},7,12,17
rprice,46,,S.29,20,41,20,a:4:{i:0;d:41;i:1;d:15;i:2;d:7;i:3;d:0;},4,20,15
rprice,47,,S.29,37,78,37,a:10:{i:0;d:78;i:1;d:37;i:2;d:34;i:3;d:27;i:4;d:18;i:5;d:12;i:6;d:2;i:7;d:1;i:8;d:0;i:9;d:0;},10,11,37
rprice,48,,S.29,29,75,29,a:4:{i:0;d:75;i:1;d:29;i:2;d:5;i:3;d:1;},4,22,29
rprice,49,,S.29,49,49,49,a:7:{i:0;d:49;i:1;d:49;i:2;d:23;i:3;d:17;i:4;d:4;i:5;d:2;i:6;d:2;},7,12,49
rprice,50,,S.29,36,80,36,a:7:{i:0;d:80;i:1;d:36;i:2;d:29;i:3;d:27;i:4;d:24;i:5;d:16;i:6;d:0;},7,15,36
rprice,51,,S.29,73,86,73,a:10:{i:0;d:86;i:1;d:73;i:2;d:47;i:3;d:29;i:4;d:14;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,12,73
rprice,52,,S.29,41,41,41,a:10:{i:0;d:41;i:1;d:41;i:2;d:14;i:3;d:14;i:4;d:8;i:5;d:2;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,14,41
rprice,53,,S.29,0,5,0,a:1:{i:0;d:5;},1,45,0
rprice,54,,S.29,0,27,0,a:1:{i:0;d:27;},1,30,0
rprice,55,,S.29,55,100,55,a:10:{i:0;d:100;i:1;d:55;i:2;d:49;i:3;d:37;i:4;d:22;i:5;d:11;i:6;d:7;i:7;d:7;i:8;d:4;i:9;d:2;},10,11,55
rprice,56,,S.29,0,9,0,a:1:{i:0;d:9;},1,25,0
rprice,57,,S.29,20,91,20,a:1:{i:0;d:91;},1,20,0
rprice,58,,S.29,46,94,46,a:10:{i:0;d:94;i:1;d:46;i:2;d:16;i:3;d:13;i:4;d:10;i:5;d:2;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,20,46
rprice,59,,S.29,75,86,75,a:10:{i:0;d:86;i:1;d:75;i:2;d:47;i:3;d:42;i:4;d:23;i:5;d:13;i:6;d:10;i:7;d:5;i:8;d:0;i:9;d:0;},10,12,75
rprice,60,,S.29,66,68,66,a:10:{i:0;d:68;i:1;d:66;i:2;d:49;i:3;d:18;i:4;d:16;i:5;d:9;i:6;d:6;i:7;d:2;i:8;d:2;i:9;d:0;},10,10,66
rprice,1,,S.3,0,9,0,a:4:{i:0;d:9;i:1;d:9;i:2;d:1;i:3;d:0;},4,10,9
rprice,2,,S.3,49,70,49,a:10:{i:0;d:70;i:1;d:49;i:2;d:27;i:3;d:25;i:4;d:6;i:5;d:5;i:6;d:3;i:7;d:2;i:8;d:0;i:9;d:0;},10,5,49
rprice,3,,S.3,64,83,64,a:10:{i:0;d:83;i:1;d:64;i:2;d:55;i:3;d:51;i:4;d:37;i:5;d:16;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,45,64
rprice,4,,S.3,0,13,0,a:1:{i:0;d:13;},1,60,0
rprice,5,,S.3,0,0,0,a:1:{i:0;d:0;},1,45,0
rprice,6,,S.3,25,46,25,a:1:{i:0;d:46;},1,25,0
rprice,7,,S.3,0,0,0,a:1:{i:0;d:0;},1,35,0
rprice,8,,S.3,0,9,0,a:4:{i:0;d:9;i:1;d:1;i:2;d:1;i:3;d:0;},4,42,1
rprice,9,,S.3,0,2,0,a:1:{i:0;d:2;},1,24,0
rprice,10,,S.3,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:61;i:3;d:59;i:4;d:57;i:5;d:39;i:6;d:23;i:7;d:13;i:8;d:5;i:9;d:1;},10,65,70
rprice,11,,S.3,58,83,58,a:4:{i:0;d:83;i:1;d:16;i:2;d:0;i:3;d:0;},4,58,16
rprice,12,,S.3,91,91,91,a:10:{i:0;d:91;i:1;d:91;i:2;d:88;i:3;d:1;i:4;d:0;i:5;d:0;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,72,91
rprice,13,,S.3,59,75,59,a:4:{i:0;d:75;i:1;d:42;i:2;d:27;i:3;d:5;},4,59,42
rprice,14,,S.3,0,51,0,a:4:{i:0;d:51;i:1;d:33;i:2;d:1;i:3;d:0;},4,85,33
rprice,15,,S.3,83,100,83,a:7:{i:0;d:100;i:1;d:83;i:2;d:49;i:3;d:7;i:4;d:4;i:5;d:2;i:6;d:0;},7,65,83
rprice,16,,S.3,0,13,0,a:1:{i:0;d:13;},1,28,0
rprice,17,,S.3,0,49,0,a:7:{i:0;d:49;i:1;d:37;i:2;d:9;i:3;d:7;i:4;d:5;i:5;d:0;i:6;d:0;},7,68,37
rprice,18,,S.3,83,86,83,a:10:{i:0;d:86;i:1;d:57;i:2;d:51;i:3;d:44;i:4;d:37;i:5;d:23;i:6;d:16;i:7;d:9;i:8;d:3;i:9;d:1;},10,83,57
rprice,19,,S.3,0,0,0,a:1:{i:0;d:0;},1,46,0
rprice,20,,S.3,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,26,59
rprice,21,,S.3,88,97,88,a:7:{i:0;d:97;i:1;d:88;i:2;d:46;i:3;d:34;i:4;d:19;i:5;d:3;i:6;d:0;},7,63,88
rprice,22,,S.3,0,8,0,a:1:{i:0;d:8;},1,36,0
rprice,23,,S.3,0,51,0,a:10:{i:0;d:51;i:1;d:39;i:2;d:33;i:3;d:29;i:4;d:11;i:5;d:7;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,82,39
rprice,24,,S.3,0,2,0,a:1:{i:0;d:2;},1,37,0
rprice,25,,S.3,73,78,73,a:7:{i:0;d:78;i:1;d:36;i:2;d:22;i:3;d:19;i:4;d:19;i:5;d:11;i:6;d:0;},7,73,36
rprice,26,,S.3,0,0,0,a:1:{i:0;d:0;},1,40,0
rprice,27,,S.3,0,13,0,a:1:{i:0;d:13;},1,32,0
rprice,28,,S.3,0,0,0,a:1:{i:0;d:0;},1,21,0
rprice,29,,S.3,66,97,66,a:4:{i:0;d:97;i:1;d:66;i:2;d:21;i:3;d:11;},4,63,66
rprice,30,,S.3,0,13,0,a:1:{i:0;d:13;},1,52,0
rprice,31,,S.3,0,13,0,a:1:{i:0;d:13;},1,31,0
rprice,32,,S.3,82,91,82,a:10:{i:0;d:91;i:1;d:73;i:2;d:59;i:3;d:22;i:4;d:8;i:5;d:7;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,82,73
rprice,33,,S.3,0,5,0,a:1:{i:0;d:5;},1,34,0
rprice,34,,S.3,0,59,0,a:10:{i:0;d:59;i:1;d:44;i:2;d:37;i:3;d:11;i:4;d:9;i:5;d:9;i:6;d:8;i:7;d:8;i:8;d:0;i:9;d:0;},10,85,44
rprice,35,,S.3,0,53,0,a:10:{i:0;d:53;i:1;d:34;i:2;d:31;i:3;d:21;i:4;d:20;i:5;d:6;i:6;d:4;i:7;d:1;i:8;d:0;i:9;d:0;},10,83,34
rprice,36,,S.3,0,0,0,a:1:{i:0;d:0;},1,35,0
rprice,37,,S.3,28,57,28,a:1:{i:0;d:57;},1,28,0
rprice,38,,S.3,0,0,0,a:1:{i:0;d:0;},1,32,0
rprice,39,,S.3,83,91,83,a:10:{i:0;d:91;i:1;d:83;i:2;d:73;i:3;d:66;i:4;d:61;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,73,83
rprice,40,,S.3,0,0,0,a:1:{i:0;d:0;},1,62,0
rprice,41,,S.3,0,46,0,a:7:{i:0;d:46;i:1;d:19;i:2;d:9;i:3;d:3;i:4;d:0;i:5;d:0;i:6;d:0;},7,49,19
rprice,42,,S.3,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,58,59
rprice,43,,S.3,0,49,0,a:1:{i:0;d:49;},1,53,0
rprice,44,,S.3,0,9,0,a:1:{i:0;d:9;},1,42,0
rprice,45,,S.3,0,57,0,a:4:{i:0;d:57;i:1;d:31;i:2;d:26;i:3;d:3;},4,57,31
rprice,46,,S.3,0,5,0,a:1:{i:0;d:5;},1,42,0
rprice,47,,S.3,0,73,0,a:7:{i:0;d:73;i:1;d:41;i:2;d:4;i:3;d:4;i:4;d:3;i:5;d:3;i:6;d:2;},7,75,41
rprice,48,,S.3,0,2,0,a:1:{i:0;d:2;},1,43,0
rprice,49,,S.3,73,91,73,a:10:{i:0;d:91;i:1;d:73;i:2;d:59;i:3;d:22;i:4;d:8;i:5;d:7;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,65,73
rprice,50,,S.3,45,75,45,a:4:{i:0;d:75;i:1;d:42;i:2;d:27;i:3;d:5;},4,45,42
rprice,51,,S.3,54,61,54,a:4:{i:0;d:61;i:1;d:47;i:2;d:27;i:3;d:22;},4,54,47
rprice,52,,S.3,82,83,82,a:10:{i:0;d:83;i:1;d:66;i:2;d:55;i:3;d:37;i:4;d:16;i:5;d:14;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,82,66
rprice,53,,S.3,0,0,0,a:1:{i:0;d:0;},1,68,0
rprice,54,,S.3,84,91,84,a:10:{i:0;d:91;i:1;d:83;i:2;d:73;i:3;d:66;i:4;d:61;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,84,83
rprice,55,,S.3,68,91,68,a:4:{i:0;d:91;i:1;d:22;i:2;d:0;i:3;d:0;},4,68,22
rprice,56,,S.3,0,0,0,a:1:{i:0;d:0;},1,84,0
rprice,57,,S.3,0,1,0,a:1:{i:0;d:1;},1,32,0
rprice,58,,S.3,0,23,0,a:4:{i:0;d:23;i:1;d:21;i:2;d:6;i:3;d:2;},4,53,21
rprice,59,,S.3,84,100,84,a:10:{i:0;d:100;i:1;d:55;i:2;d:37;i:3;d:22;i:4;d:9;i:5;d:8;i:6;d:7;i:7;d:4;i:8;d:2;i:9;d:0;},10,84,55
rprice,60,,S.3,0,9,0,a:4:{i:0;d:9;i:1;d:9;i:2;d:1;i:3;d:0;},4,73,9
rprice,1,,S.30,0,41,0,a:4:{i:0;d:41;i:1;d:16;i:2;d:7;i:3;d:2;},4,50,16
rprice,2,,S.30,0,7,0,a:1:{i:0;d:7;},1,30,0
rprice,3,,S.30,20,88,20,a:7:{i:0;d:88;i:1;d:10;i:2;d:10;i:3;d:6;i:4;d:5;i:5;d:1;i:6;d:0;},7,20,10
rprice,4,,S.30,42,80,42,a:10:{i:0;d:80;i:1;d:42;i:2;d:37;i:3;d:24;i:4;d:22;i:5;d:9;i:6;d:8;i:7;d:7;i:8;d:0;i:9;d:0;},10,25,42
rprice,5,,S.30,30,80,30,a:10:{i:0;d:80;i:1;d:24;i:2;d:23;i:3;d:16;i:4;d:7;i:5;d:5;i:6;d:5;i:7;d:1;i:8;d:0;i:9;d:0;},10,30,24
rprice,6,,S.30,41,41,41,a:10:{i:0;d:41;i:1;d:41;i:2;d:14;i:3;d:14;i:4;d:8;i:5;d:2;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,35,41
rprice,7,,S.30,61,78,61,a:7:{i:0;d:78;i:1;d:61;i:2;d:46;i:3;d:36;i:4;d:22;i:5;d:19;i:6;d:6;},7,40,61
rprice,8,,S.30,64,88,64,a:10:{i:0;d:88;i:1;d:64;i:2;d:61;i:3;d:33;i:4;d:26;i:5;d:10;i:6;d:8;i:7;d:2;i:8;d:0;i:9;d:0;},10,45,64
rprice,9,,S.30,25,46,25,a:4:{i:0;d:46;i:1;d:20;i:2;d:0;i:3;d:0;},4,25,20
rprice,10,,S.30,25,39,25,a:4:{i:0;d:39;i:1;d:17;i:2;d:7;i:3;d:0;},4,25,17
rprice,11,,S.30,25,80,25,a:1:{i:0;d:80;},1,25,0
rprice,12,,S.30,40,86,40,a:10:{i:0;d:86;i:1;d:22;i:2;d:21;i:3;d:20;i:4;d:15;i:5;d:13;i:6;d:12;i:7;d:2;i:8;d:1;i:9;d:0;},10,40,22
rprice,13,,S.30,15,22,15,a:1:{i:0;d:22;},1,15,0
rprice,14,,S.30,0,5,0,a:1:{i:0;d:5;},1,25,0
rprice,15,,S.30,0,25,0,a:4:{i:0;d:25;i:1;d:18;i:2;d:4;i:3;d:0;},4,25,18
rprice,16,,S.30,66,75,66,a:10:{i:0;d:75;i:1;d:66;i:2;d:44;i:3;d:33;i:4;d:10;i:5;d:10;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,35,66
rprice,17,,S.30,61,97,61,a:4:{i:0;d:97;i:1;d:61;i:2;d:11;i:3;d:0;},4,35,61
