bidder_group,round,ai_reserve_price,human_reserve_price,num_bidder,bid_prices,mode,context_num
S.30,60,30,24,4,"[78, 5, 2, 0]",regionshuffle,30
S.31,31,25,30,7,"[44, 30, 27, 14, 13, 9, 0]",regionshuffle,30
S.31,32,15,10,4,"[46, 20, 0, 0]",regionshuffle,30
S.31,33,10,10,1,[0],regionshuffle,30
S.31,34,50,50,10,"[100, 70, 64, 64, 33, 27, 27, 11, 5, 3]",regionshuffle,30
S.31,35,50,50,10,"[64, 47, 10, 5, 5, 2, 2, 0, 0, 0]",regionshuffle,30
S.31,36,30,30,7,"[33, 31, 15, 13, 2, 1, 0]",regionshuffle,30
S.31,37,10,10,1,[2],regionshuffle,30
S.31,38,50,50,10,"[66, 42, 18, 13, 7, 5, 2, 1, 1, 1]",regionshuffle,30
S.31,39,25,30,7,"[47, 29, 26, 17, 5, 0, 0]",regionshuffle,30
S.31,40,50,50,10,"[66, 61, 41, 31, 29, 16, 10, 10, 7, 1]",regionshuffle,30
S.31,41,30,30,7,"[78, 59, 33, 25, 7, 1, 1]",regionshuffle,30
S.31,42,50,55,10,"[70, 44, 44, 36, 26, 13, 10, 0, 0, 0]",regionshuffle,30
S.31,43,10,15,4,"[83, 25, 5, 1]",regionshuffle,30
S.31,44,5,10,1,[2],regionshuffle,30
S.31,45,5,10,1,[46],regionshuffle,30
S.31,46,50,60,10,"[66, 61, 41, 31, 29, 16, 10, 10, 7, 1]",regionshuffle,30
S.31,47,50,50,10,"[97, 91, 66, 59, 37, 31, 24, 9, 0, 0]",regionshuffle,30
S.31,48,5,15,1,[0],regionshuffle,30
S.31,49,5,80,1,[7],regionshuffle,30
S.31,50,15,20,4,"[7, 6, 4, 0]",regionshuffle,30
S.31,51,50,50,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.31,52,5,15,1,[91],regionshuffle,30
S.31,53,50,50,10,"[100, 94, 26, 21, 9, 2, 1, 1, 0, 0]",regionshuffle,30
S.31,54,15,20,4,"[83, 78, 47, 1]",regionshuffle,30
S.31,55,5,20,1,[13],regionshuffle,30
S.31,56,5,15,1,[80],regionshuffle,30
S.31,57,50,50,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.31,58,5,15,1,[14],regionshuffle,30
S.31,59,5,60,1,[4],regionshuffle,30
S.31,60,30,30,7,"[53, 51, 36, 25, 21, 4, 0]",regionshuffle,30
S.32,31,1,10,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.32,32,10,10,4,"[18, 17, 0, 0]",regionshuffle,30
S.32,33,10,10,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.32,34,10,10,7,"[47, 29, 26, 17, 5, 0, 0]",regionshuffle,30
S.32,35,10,10,7,"[42, 18, 6, 4, 2, 0, 0]",regionshuffle,30
S.32,36,10,10,4,"[9, 9, 1, 0]",regionshuffle,30
S.32,37,10,10,10,"[70, 37, 18, 16, 10, 8, 3, 2, 0, 0]",regionshuffle,30
S.32,38,10,10,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.32,39,10,1,4,"[61, 47, 27, 22]",regionshuffle,30
S.32,40,10,10,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.32,41,1,10,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.32,42,1,1,1,[91],regionshuffle,30
S.32,43,10,10,10,"[83, 55, 42, 39, 24, 19, 5, 4, 3, 0]",regionshuffle,30
S.32,44,10,10,4,"[36, 11, 0, 0]",regionshuffle,30
S.32,45,1,88,1,[7],regionshuffle,30
S.32,46,10,10,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.32,47,1,88,1,[23],regionshuffle,30
S.32,48,1,87,1,[44],regionshuffle,30
S.32,49,10,10,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.32,50,10,10,4,"[2, 1, 0, 0]",regionshuffle,30
S.32,51,10,10,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.32,52,1,99,1,[46],regionshuffle,30
S.32,53,10,10,10,"[86, 57, 51, 44, 37, 23, 16, 9, 3, 1]",regionshuffle,30
S.32,54,1,1,1,[10],regionshuffle,30
S.32,55,10,10,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.32,56,1,1,1,[80],regionshuffle,30
S.32,57,10,10,10,"[78, 37, 26, 26, 23, 9, 4, 4, 4, 0]",regionshuffle,30
S.32,58,10,10,10,"[97, 86, 49, 47, 29, 21, 6, 0, 0, 0]",regionshuffle,30
S.32,59,10,10,4,"[66, 4, 2, 0]",regionshuffle,30
S.32,60,10,10,7,"[73, 44, 14, 14, 13, 7, 0]",regionshuffle,30
S.33,31,30,30,4,"[49, 44, 13, 3]",regionshuffle,30
S.33,32,50,50,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.33,33,40,40,7,"[88, 66, 55, 25, 2, 1, 0]",regionshuffle,30
S.33,34,50,50,10,"[91, 88, 15, 10, 2, 2, 0, 0, 0, 0]",regionshuffle,30
S.33,35,50,50,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.33,36,10,11,1,[5],regionshuffle,30
S.33,37,50,50,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.33,38,30,30,4,"[83, 80, 61, 55]",regionshuffle,30
S.33,39,50,50,10,"[59, 59, 47, 31, 25, 3, 2, 1, 0, 0]",regionshuffle,30
S.33,40,11,11,1,[9],regionshuffle,30
S.33,41,50,50,10,"[80, 24, 23, 16, 7, 5, 5, 1, 0, 0]",regionshuffle,30
S.33,42,50,50,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.33,43,50,50,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.33,44,10,11,1,[46],regionshuffle,30
S.33,45,50,50,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.33,46,11,11,1,[5],regionshuffle,30
S.33,47,50,50,10,"[91, 80, 53, 21, 13, 5, 4, 0, 0, 0]",regionshuffle,30
S.33,48,30,30,4,"[97, 39, 1, 0]",regionshuffle,30
S.33,49,50,50,10,"[80, 24, 23, 16, 7, 5, 5, 1, 0, 0]",regionshuffle,30
S.33,50,50,50,10,"[100, 83, 68, 47, 30, 23, 3, 2, 1, 1]",regionshuffle,30
S.33,51,40,40,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.33,52,30,30,4,"[23, 21, 6, 2]",regionshuffle,30
S.33,53,30,30,4,"[23, 0, 0, 0]",regionshuffle,30
S.33,54,30,30,4,"[66, 41, 15, 0]",regionshuffle,30
S.33,55,40,40,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.33,56,50,50,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.33,57,40,40,7,"[86, 23, 5, 4, 3, 0, 0]",regionshuffle,30
S.33,58,30,30,4,"[61, 37, 13, 4]",regionshuffle,30
S.33,59,40,40,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.33,60,30,30,4,"[97, 5, 2, 0]",regionshuffle,30
S.34,31,45,60,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.34,32,5,0,1,[4],regionshuffle,30
S.34,33,30,12,4,"[14, 1, 1, 0]",regionshuffle,30
S.34,34,24,35,7,"[88, 88, 30, 22, 13, 1, 1]",regionshuffle,30
S.34,35,56,56,10,"[80, 46, 42, 20, 20, 19, 8, 4, 1, 0]",regionshuffle,30
S.34,36,5,4,1,[13],regionshuffle,30
S.34,37,43,56,7,"[94, 36, 19, 17, 11, 0, 0]",regionshuffle,30
S.34,38,43,43,7,"[68, 39, 27, 11, 3, 0, 0]",regionshuffle,30
S.34,39,5,7,1,[66],regionshuffle,30
S.34,40,24,65,7,"[94, 80, 24, 10, 5, 3, 0]",regionshuffle,30
S.34,41,5,30,1,[59],regionshuffle,30
S.34,42,45,67,10,"[97, 51, 42, 34, 26, 18, 16, 15, 10, 6]",regionshuffle,30
S.34,43,55,78,10,"[75, 44, 27, 25, 13, 5, 2, 2, 0, 0]",regionshuffle,30
S.34,44,8,25,1,[59],regionshuffle,30
S.34,45,45,56,10,"[91, 83, 73, 61, 53, 47, 7, 3, 1, 0]",regionshuffle,30
S.34,46,55,76,10,"[68, 53, 42, 41, 31, 30, 16, 7, 2, 0]",regionshuffle,30
S.34,47,5,40,1,[1],regionshuffle,30
S.34,48,32,24,4,"[27, 9, 1, 0]",regionshuffle,30
S.34,49,55,50,10,"[68, 66, 49, 18, 16, 9, 6, 2, 2, 0]",regionshuffle,30
S.34,50,30,25,4,"[83, 78, 47, 1]",regionshuffle,30
S.34,51,5,10,1,[44],regionshuffle,30
S.34,52,23,15,4,"[49, 31, 5, 1]",regionshuffle,30
S.34,53,43,45,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.34,54,43,35,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.34,55,56,60,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.34,56,5,20,1,[5],regionshuffle,30
S.34,57,5,10,1,[46],regionshuffle,30
S.34,58,55,60,10,"[78, 66, 51, 49, 34, 12, 11, 7, 1, 0]",regionshuffle,30
S.34,59,5,8,1,[23],regionshuffle,30
S.34,60,56,58,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.35,31,25,25,10,"[88, 30, 23, 22, 18, 13, 1, 1, 0, 0]",regionshuffle,30
S.35,32,15,15,4,"[2, 1, 0, 0]",regionshuffle,30
S.35,33,5,5,1,[2],regionshuffle,30
S.35,34,25,20,7,"[97, 88, 80, 59, 23, 21, 0]",regionshuffle,30
S.35,35,15,15,4,"[97, 59, 0, 0]",regionshuffle,30
S.35,36,5,5,1,[59],regionshuffle,30
S.35,37,15,15,4,"[88, 70, 13, 5]",regionshuffle,30
S.35,38,5,5,1,[0],regionshuffle,30
S.35,39,15,15,4,"[73, 51, 30, 24]",regionshuffle,30
S.35,40,5,5,1,[5],regionshuffle,30
S.35,41,25,25,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.35,42,15,15,4,"[46, 20, 0, 0]",regionshuffle,30
S.35,43,25,25,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.35,44,15,15,4,"[46, 20, 0, 0]",regionshuffle,30
S.35,45,25,25,7,"[100, 78, 64, 22, 16, 5, 1]",regionshuffle,30
S.35,46,25,20,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.35,47,15,15,4,"[23, 21, 6, 2]",regionshuffle,30
S.35,48,5,5,1,[1],regionshuffle,30
S.35,49,15,15,4,"[47, 17, 2, 0]",regionshuffle,30
S.35,50,5,5,1,[8],regionshuffle,30
S.35,51,25,25,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.35,52,5,5,1,[6],regionshuffle,30
S.35,53,25,25,10,"[78, 68, 49, 27, 17, 9, 9, 0, 0, 0]",regionshuffle,30
S.35,54,15,20,4,"[86, 18, 2, 0]",regionshuffle,30
S.35,55,5,5,1,[0],regionshuffle,30
S.35,56,25,25,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.35,57,25,25,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.35,58,15,15,4,"[86, 18, 2, 0]",regionshuffle,30
S.35,59,25,25,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.35,60,15,15,4,"[23, 21, 6, 2]",regionshuffle,30
S.36,31,2,2,4,"[46, 20, 0, 0]",regionshuffle,30
S.36,32,1,1,1,[59],regionshuffle,30
S.36,33,4,3,7,"[78, 66, 20, 10, 3, 0, 0]",regionshuffle,30
S.36,34,4,4,7,"[41, 39, 34, 31, 21, 3, 0]",regionshuffle,30
S.36,35,5,6,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.36,36,2,2,4,"[61, 42, 3, 0]",regionshuffle,30
S.36,37,4,3,7,"[36, 29, 27, 16, 13, 0, 0]",regionshuffle,30
S.36,38,5,6,10,"[91, 73, 57, 25, 23, 20, 10, 3, 2, 0]",regionshuffle,30
S.36,39,4,3,7,"[78, 75, 47, 27, 8, 3, 1]",regionshuffle,30
S.36,40,2,2,4,"[68, 59, 34, 0]",regionshuffle,30
S.36,41,1,1,1,[1],regionshuffle,30
S.36,42,5,5,10,"[97, 51, 42, 34, 26, 18, 16, 15, 10, 6]",regionshuffle,30
S.36,43,5,5,10,"[91, 57, 5, 1, 0, 0, 0, 0, 0, 0]",regionshuffle,30
S.36,44,6,5,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.36,45,1,1,1,[46],regionshuffle,30
S.36,46,6,4,10,"[86, 55, 47, 37, 6, 4, 4, 1, 1, 0]",regionshuffle,30
S.36,47,1,1,1,[0],regionshuffle,30
S.36,48,1,1,1,[13],regionshuffle,30
S.36,49,4,4,7,"[51, 25, 21, 10, 2, 0, 0]",regionshuffle,30
S.36,50,1,1,1,[1],regionshuffle,30
S.36,51,1,1,1,[46],regionshuffle,30
S.36,52,4,3,7,"[78, 46, 10, 5, 0, 0, 0]",regionshuffle,30
S.36,53,2,2,4,"[9, 9, 1, 0]",regionshuffle,30
S.36,54,4,3,7,"[47, 25, 16, 12, 10, 3, 1]",regionshuffle,30
S.36,55,5,6,10,"[91, 91, 78, 51, 15, 14, 5, 3, 2, 1]",regionshuffle,30
S.36,56,4,3,7,"[70, 66, 59, 31, 12, 2, 0]",regionshuffle,30
S.36,57,1,1,1,[1],regionshuffle,30
S.36,58,1,1,1,[5],regionshuffle,30
S.36,59,5,5,10,"[86, 57, 51, 44, 37, 23, 16, 9, 3, 1]",regionshuffle,30
S.36,60,6,5,10,"[86, 41, 41, 14, 14, 8, 2, 1, 0, 0]",regionshuffle,30
S.37,31,5,3,4,"[47, 36, 5, 0]",regionshuffle,30
S.37,32,5,2,4,"[75, 42, 27, 5]",regionshuffle,30
S.37,33,1,1,1,[66],regionshuffle,30
S.37,34,10,10,10,"[47, 42, 33, 21, 11, 4, 2, 2, 0, 0]",regionshuffle,30
S.37,35,1,1,1,[14],regionshuffle,30
S.37,36,15,15,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.37,37,5,4,4,"[68, 59, 34, 0]",regionshuffle,30
S.37,38,10,5,7,"[49, 49, 23, 17, 4, 2, 2]",regionshuffle,30
S.37,39,1,5,1,[46],regionshuffle,30
S.37,40,20,10,10,"[73, 53, 51, 37, 30, 4, 1, 1, 0, 0]",regionshuffle,30
S.37,41,12,4,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.37,42,5,6,4,"[66, 49, 31, 1]",regionshuffle,30
S.37,43,15,15,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.37,44,1,8,1,[10],regionshuffle,30
S.37,45,15,20,10,"[88, 75, 70, 10, 7, 3, 2, 1, 0, 0]",regionshuffle,30
S.37,46,10,25,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.37,47,10,25,10,"[70, 53, 49, 31, 7, 4, 3, 1, 0, 0]",regionshuffle,30
S.37,48,5,10,4,"[31, 6, 5, 1]",regionshuffle,30
S.37,49,1,10,1,[91],regionshuffle,30
S.37,50,5,10,4,"[86, 18, 2, 0]",regionshuffle,30
S.37,51,15,30,10,"[86, 75, 47, 42, 23, 13, 10, 5, 0, 0]",regionshuffle,30
S.37,52,10,30,7,"[47, 36, 6, 3, 2, 0, 0]",regionshuffle,30
S.37,53,5,25,4,"[86, 18, 2, 0]",regionshuffle,30
S.37,54,15,40,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.37,55,8,20,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.37,56,1,30,1,[66],regionshuffle,30
S.37,57,10,30,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.37,58,1,45,1,[1],regionshuffle,30
S.37,59,10,20,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.37,60,5,15,4,"[57, 31, 26, 3]",regionshuffle,30
S.38,31,15,15,1,[49],regionshuffle,30
S.38,32,77,77,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.38,33,44,54,4,"[49, 44, 13, 3]",regionshuffle,30
S.38,34,77,65,10,"[70, 49, 27, 25, 6, 5, 3, 2, 0, 0]",regionshuffle,30
S.38,35,55,66,7,"[44, 39, 25, 12, 4, 0, 0]",regionshuffle,30
S.38,36,15,20,1,[31],regionshuffle,30
S.38,37,22,15,1,[0],regionshuffle,30
S.38,38,55,55,7,"[75, 41, 19, 18, 13, 7, 3]",regionshuffle,30
S.38,39,55,55,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.38,40,15,15,1,[64],regionshuffle,30
S.38,41,44,45,4,"[57, 31, 26, 3]",regionshuffle,30
S.38,42,22,18,1,[14],regionshuffle,30
S.38,43,55,67,7,"[100, 44, 26, 9, 6, 5, 1]",regionshuffle,30
S.38,44,44,45,4,"[57, 31, 26, 3]",regionshuffle,30
S.38,45,77,90,10,"[78, 61, 46, 36, 22, 19, 19, 17, 11, 0]",regionshuffle,30
S.38,46,15,16,1,[33],regionshuffle,30
S.38,47,5,19,1,[66],regionshuffle,30
S.38,48,55,77,10,"[49, 44, 30, 27, 13, 8, 4, 4, 1, 0]",regionshuffle,30
S.38,49,77,77,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.38,50,15,19,1,[2],regionshuffle,30
S.38,51,77,80,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.38,52,10,19,1,[7],regionshuffle,30
S.38,53,55,44,7,"[55, 51, 46, 16, 12, 3, 1]",regionshuffle,30
S.38,54,25,15,1,[27],regionshuffle,30
S.38,55,44,44,4,"[49, 44, 13, 3]",regionshuffle,30
S.38,56,77,75,10,"[91, 83, 66, 61, 53, 47, 7, 3, 1, 0]",regionshuffle,30
S.38,57,5,21,1,[59],regionshuffle,30
S.38,58,77,78,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.38,59,5,15,1,[8],regionshuffle,30
S.38,60,25,11,1,[0],regionshuffle,30
S.39,31,35,25,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.39,32,35,25,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.39,33,35,35,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.39,34,10,10,1,[2],regionshuffle,30
S.39,35,35,35,10,"[47, 29, 26, 22, 17, 13, 5, 3, 0, 0]",regionshuffle,30
S.39,36,25,25,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.39,37,25,25,7,"[78, 75, 66, 47, 8, 3, 1]",regionshuffle,30
S.39,38,35,25,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.39,39,10,10,1,[1],regionshuffle,30
S.39,40,35,20,7,"[27, 22, 21, 5, 4, 4, 2]",regionshuffle,30
S.39,41,25,15,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.39,42,10,5,1,[0],regionshuffle,30
S.39,43,20,10,4,"[49, 44, 13, 3]",regionshuffle,30
S.39,44,10,5,1,[8],regionshuffle,30
S.39,45,15,5,1,[9],regionshuffle,30
S.39,46,15,5,1,[0],regionshuffle,30
S.39,47,45,20,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.39,48,10,5,1,[0],regionshuffle,30
S.39,49,35,20,10,"[47, 29, 26, 22, 17, 13, 5, 3, 0, 0]",regionshuffle,30
S.39,50,35,20,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.39,51,10,5,1,[0],regionshuffle,30
S.39,52,15,10,4,"[42, 36, 34, 0]",regionshuffle,30
S.39,53,20,10,4,"[83, 64, 51, 51]",regionshuffle,30
S.39,54,25,20,7,"[53, 34, 21, 6, 1, 0, 0]",regionshuffle,30
S.39,55,10,5,1,[0],regionshuffle,30
S.39,56,15,10,4,"[2, 1, 0, 0]",regionshuffle,30
S.39,57,10,5,1,[0],regionshuffle,30
S.39,58,35,20,10,"[68, 64, 39, 27, 19, 5, 2, 2, 1, 0]",regionshuffle,30
S.39,59,25,10,4,"[2, 1, 0, 0]",regionshuffle,30
S.39,60,10,5,1,[0],regionshuffle,30
S.4,31,50,1,1,[49],regionshuffle,30
S.4,32,50,1,1,[0],regionshuffle,30
S.4,33,65,50,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.4,34,1,1,4,"[44, 33, 1, 1]",regionshuffle,30
S.4,35,50,1,1,[75],regionshuffle,30
S.4,36,1,1,7,"[49, 49, 23, 17, 4, 2, 2]",regionshuffle,30
S.4,37,75,59,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.4,38,70,65,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.4,39,50,1,1,[2],regionshuffle,30
S.4,40,1,50,7,"[78, 59, 33, 25, 7, 1, 1]",regionshuffle,30
S.4,41,1,50,7,"[94, 88, 53, 22, 11, 9, 0]",regionshuffle,30
S.4,42,66,70,10,"[88, 64, 61, 33, 26, 10, 8, 2, 0, 0]",regionshuffle,30
S.4,43,30,1,1,[5],regionshuffle,30
S.4,44,75,60,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.4,45,50,1,1,[91],regionshuffle,30
S.4,46,50,1,1,[0],regionshuffle,30
S.4,47,1,1,4,"[88, 70, 5, 0]",regionshuffle,30
S.4,48,30,1,1,[10],regionshuffle,30
S.4,49,70,50,10,"[91, 57, 5, 1, 0, 0, 0, 0, 0, 0]",regionshuffle,30
S.4,50,1,1,4,"[61, 47, 27, 22]",regionshuffle,30
S.4,51,30,1,1,[6],regionshuffle,30
S.4,52,30,1,1,[0],regionshuffle,30
S.4,53,1,1,4,"[78, 5, 2, 0]",regionshuffle,30
S.4,54,65,50,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.4,55,30,1,1,[2],regionshuffle,30
S.4,56,30,1,1,[23],regionshuffle,30
S.4,57,70,1,10,"[94, 88, 47, 21, 19, 14, 5, 0, 0, 0]",regionshuffle,30
S.4,58,1,1,7,"[86, 59, 33, 31, 14, 0, 0]",regionshuffle,30
S.4,59,65,1,10,"[97, 91, 73, 61, 30, 27, 12, 1, 0, 0]",regionshuffle,30
S.4,60,75,1,10,"[86, 83, 66, 57, 41, 30, 1, 0, 0, 0]",regionshuffle,30
S.40,31,20,24,4,"[41, 16, 7, 2]",regionshuffle,30
S.40,32,25,19,1,[46],regionshuffle,30
S.40,33,30,24,4,"[97, 21, 19, 0]",regionshuffle,30
S.40,34,65,55,10,"[73, 41, 33, 29, 25, 22, 20, 11, 2, 1]",regionshuffle,30
S.40,35,10,14,1,[2],regionshuffle,30
S.40,36,30,0,1,[10],regionshuffle,30
S.40,37,10,14,1,[80],regionshuffle,30
S.40,38,10,24,1,[1],regionshuffle,30
S.40,39,0,55,4,"[83, 25, 5, 1]",regionshuffle,30
S.40,40,65,56,7,"[41, 25, 9, 8, 1, 1, 0]",regionshuffle,30
S.40,41,50,65,10,"[68, 66, 16, 9, 6, 4, 2, 1, 0, 0]",regionshuffle,30
S.40,42,60,54,7,"[57, 57, 49, 24, 4, 1, 0]",regionshuffle,30
S.40,43,0,64,10,"[94, 88, 47, 21, 19, 14, 5, 0, 0, 0]",regionshuffle,30
S.40,44,70,65,7,"[66, 10, 9, 7, 1, 0, 0]",regionshuffle,30
S.40,45,0,56,10,"[83, 66, 57, 30, 1, 0, 0, 0, 0, 0]",regionshuffle,30
S.40,46,30,50,1,[22],regionshuffle,30
S.40,47,60,45,7,"[49, 49, 23, 17, 4, 2, 2]",regionshuffle,30
S.40,48,25,20,1,[49],regionshuffle,30
S.40,49,10,15,1,[0],regionshuffle,30
S.40,50,55,45,7,"[80, 61, 29, 21, 20, 2, 1]",regionshuffle,30
S.40,51,30,20,4,"[61, 57, 36, 2]",regionshuffle,30
S.40,52,30,15,1,[5],regionshuffle,30
S.40,53,75,70,10,"[51, 42, 36, 36, 18, 16, 10, 7, 6, 2]",regionshuffle,30
S.40,54,10,10,1,[0],regionshuffle,30
S.40,55,35,0,4,"[97, 57, 7, 0]",regionshuffle,30
S.40,56,40,0,4,"[80, 42, 12, 4]",regionshuffle,30
S.40,57,35,10,4,"[47, 44, 41, 14]",regionshuffle,30
S.40,58,0,0,1,[0],regionshuffle,30
S.40,59,10,50,1,[9],regionshuffle,30
S.40,60,20,0,4,"[86, 19, 5, 0]",regionshuffle,30
S.5,31,15,15,4,"[18, 17, 0, 0]",regionshuffle,30
S.5,32,35,35,7,"[94, 36, 19, 17, 11, 0, 0]",regionshuffle,30
S.5,33,20,15,4,"[18, 17, 0, 0]",regionshuffle,30
S.5,34,1,1,1,[2],regionshuffle,30
S.5,35,1,2,1,[80],regionshuffle,30
S.5,36,1,2,1,[70],regionshuffle,30
S.5,37,1,5,1,[9],regionshuffle,30
S.5,38,35,35,7,"[100, 66, 47, 12, 0, 0, 0]",regionshuffle,30
S.5,39,1,5,1,[5],regionshuffle,30
S.5,40,35,35,7,"[55, 37, 14, 3, 1, 0, 0]",regionshuffle,30
S.5,41,1,5,1,[26],regionshuffle,30
S.5,42,1,5,1,[1],regionshuffle,30
S.5,43,1,5,1,[49],regionshuffle,30
S.5,44,1,5,1,[4],regionshuffle,30
S.5,45,50,50,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.5,46,1,5,1,[49],regionshuffle,30
S.5,47,50,50,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.5,48,1,5,1,[2],regionshuffle,30
S.5,49,1,5,1,[0],regionshuffle,30
S.5,50,50,50,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.5,51,20,15,4,"[23, 21, 6, 2]",regionshuffle,30
S.5,52,50,50,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.5,53,1,5,1,[0],regionshuffle,30
S.5,54,50,50,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.5,55,50,50,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.5,56,50,50,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.5,57,50,50,10,"[86, 83, 42, 24, 19, 5, 4, 3, 1, 0]",regionshuffle,30
S.5,58,35,35,7,"[30, 22, 17, 9, 5, 0, 0]",regionshuffle,30
S.5,59,50,50,10,"[100, 55, 37, 22, 9, 8, 7, 4, 2, 0]",regionshuffle,30
S.5,60,50,50,10,"[70, 49, 27, 25, 6, 5, 3, 2, 0, 0]",regionshuffle,30
S.6,31,5,7,10,"[86, 55, 47, 6, 4, 4, 2, 1, 0, 0]",regionshuffle,30
S.6,32,1,1,1,[0],regionshuffle,30
